"Attr1","Attr2","Attr3","Attr4","Attr5","Attr6","Attr7","Attr8","Attr9","Attr10","Attr11","Attr12","Attr13","Attr14","Attr15","Attr16","Attr17","Attr18","Attr19","Attr20","Attr22","Attr23","Attr24","Attr25","Attr26","Attr28","Attr29","Attr30","Attr31","Attr32","Attr33","Attr34","Attr35","Attr36","Attr38","Attr39","Attr40","Attr41","Attr42","Attr43","Attr44","Attr45","Attr46","Attr47","Attr48","Attr49","Attr50","Attr51","Attr52","Attr53","Attr54","Attr55","Attr56","Attr57","Attr58","Attr59","Attr60","Attr61","Attr62","Attr63","Attr64","class"
-0.43737,1.6974,0.13932,1.1788,-116.78,-0.42696,-0.43737,-0.41086,0.7488,-0.69738,-0.37308,-0.56136,-0.51452,-0.43737,-1608,-0.22698,0.58914,-0.43737,-0.58409,239.65,-0.47251,-0.58409,-0.43737,-0.86433,-0.22698,1.7081,2.4764,2.2497,-0.58408,232.85,1.5676,0.71953,-0.47251,0.7488,0.22088,-0.63102,0.050996,-0.13458,-0.6015852,428.32,188.67,-0.88961,0.5478,146.93,-0.5246,-0.70058,0.54109,0.77912,0.63793,-4.95271,2.708,41.723,-0.63102,0.62716,1.5156,-1.3167,1.5231,1.9346,379.78,0.96109,9.1805,"0"
0.011946,0.7609,-0.62261,0.2164666,-2613.8,0.011946,0.0028758,0.23557,0.51061,0.17925,0.0028758,0.0037795,0.22014,0.0028758,24503,0.014896,1.3142,0.0028758,0.055855,270.9104,-0.059249,0.23202,0.0028758,0.17925,0.026817,-0.72253,4.9655,3.82172399999995,0.055855,1191.454,0.13252,-0.077867,-0.059249,0.11651,0.17925,-0.6586408,0.002089091,-0.49253,-0.6015852,684.978799999986,444.190799999997,0.25002,0.11896,172.95,-0.067708,-0.9301308,0.18175,0.7609,4.069776,0.20802,0.20802,-41609.02,-0.658636,0.066645,1.9584,0,1.167325,0.57123,806.605999999992,0.067666,0.059751,"1"
0.0097092,0.93492,-0.048771,0.93181,-476.28,0.0098771,0.013123,0.066882,1.0711,0.062529,0.013123,0.018348,0.050789,0.013123,15049,0.024254,1.0696,0.013123,0.029394,40.588,0.029194,0.021747,0.013291,0.062529,0.020602,-0.14622,4.9776,2.0918,0.029394,626.3,0.58279,0.031226,0.029194,0.44824,0.28222,0.065389,0.61714,0.79329,0.065389,184,143.41,0.19556,0.8624,43.474,0.019641,0.043993,0.71285,0.71523,1.7159,0.18747,0.84613,-4631.4,0.066385,0.15527,0.93362,3.5133,8.9928,2.5452,584.73,0.62422,1.3386,"0"
0.26721,0.23176,0.55071,3.3762,38.073,0,0.33073,3.3149,2.6223,0.76824,0.35577,1.4271,0.14334,0.33073,225.04,1.6219,4.3149,0.33073,0.12612,43.636,0.34431,0.1019,0.87339,0.75353,1.3478,2.5316,3.8324,-0.065244,0.12954,37.124,9.8319,9.8319,0.34369,2.6223,0.76824,0.13107,1.7426,0.019836,0.1313,52.7,9.0637,0.85236,2.0235,50.218,0.29915,0.11408,3.3762,0.23176,0.10171,3.5316,3.5316,3743.9,0.13107,0.34782,0.87452,0,8.3647,40.27,32.258,11.315,12.055,"0"
0.080148,0.53,-0.31674,0.40239,-88.929,0,0.11389,0.88677,1.7042,0.47,0.19168,0.21488,0.081072,0.11389,1400.1,0.26069,1.8868,0.11389,0.066825,10.691,0.16312,0.047028,0.11389,0.43137,0.19703,-0.4026,3.1121,0.28406,0.084306,127.8,2.856,2.856,0.19056,1.7042,0.47,0.11181,0.088972,0.094273,0.095714,35.576,24.885,1.6056,0.3082,12.037,0.13884,0.081467,0.40239,0.53,0.35014,0.5974,0.5974,-409.99,0.11181,0.17053,0.93428,0,34.141,14.667,113.51,3.2155,2.1662,"0"
0.0044583,0.37016,0.24328,1.6986,37.734,0.19043,0.0041552,1.5783,0.82611,0.58422,0.0041552,0.011932,0.141,0.0041552,2559.7,0.1426,2.7015,0.0041552,0.0111,186.58,-0.067922,0.01191,0.23102,0.58422,0.14342,0.59558,4.7962,0.97545,0.0111,280.51,1.3012,-0.18349,-0.067922,0.50218,0.60614,-0.18144,0.041727,-0.63076,-0.18144,562.59,376.02,0.023299,1.1491,154.13,-0.11655,-0.31135,1.598,0.34825,0.76852,1.4303,1.4839,15216,-0.21049,0.0076312,1.2105,0.037504,1.9563,0.9707,339.56,1.0749,0.91645,"0"
0.014074,0.58318,-0.0083267,0.98231,-83.255,0.053303,0.014074,0.49195,0.98563,0.28689,0.014074,0.029906,0.01366,0.014074,15125,0.024132,1.7147,0.014074,0.01366,82.683,0.022912,0.01366,0.053303,0.28689,0.024132,-0.015485,4.2362,0.55674,0.01366,164.33,2.2212,0.039288,0.022912,1.0829,0.39947,0.022239,0.020446,0.83682,0.022239,160.36,77.682,0.060302,0.48638,81.494,0.022912,0.022239,0.79268,0.4706,0.45021,0.53353,0.74289,-143.43,-0.014583,0.049055,1.0146,0.39241,4.4145,4.6986,166.72,2.1893,1.916,"0"
0.27378,0.58011,0.46142,2.1718,526.09,0,0.27378,0.72381,6.5792,0.41989,0.31034,0.69526,0.050432,0.27378,638.14,0.57197,1.7238,0.27378,0.041612,8.1002,0.30858,0.041612,0.27378,0.26609,0.57197,3.1866,3.0825,0.076677,0.046298,22.921,15.924,10.809,0.30867,6.5792,0.60622,0.046916,0.19208,0.052745,0.046903,43.248,35.148,1.8751,1.801,8.4988,0.25055,0.038082,1.4742,0.39378,0.062797,2.8998,4.1866,558.02,0.046916,0.65202,0.95865,0.44377,45.061,10.385,21.846,16.708,45.437,"0"
0.10193,0.33676,0.1735,1.6276,4.019,0.31689,0.13354,1.6609,1.0515,0.55934,0.13354,0.48305,0.091758,0.13354,541.26,0.67435,2.9695,0.13354,0.053958,15.1,0.13815,0.041187,0.40506,0.55934,0.58049,0.31543,5.5299,0.12125,0.053958,42.873,8.5135,0.41024,0.13815,2.5011,0.61964,0.055821,0.29863,0.047783,0.055821,54.184,39.084,0.99557,1.2572,15.878,0.044598,0.01802,1.3361,0.27645,0.11746,1.0169,1.1265,58775,0.049023,0.18224,0.95098,0.10782,24.172,9.3389,40.771,8.9523,4.4995,"0"
0.045267,0.76302,0.0032654,1.0254,-23.375,0,0.055851,0.31059,1.3616,0.23698,0.1148,0.43506,0.051299,0.055851,3987.2,0.091543,1.3106,0.055851,0.041019,22.391,0.11112,0.033246,0.055851,0.097901,0.077672,0.0037604,3.5099,0.54947,0.070196,37.484,9.7376,1.6383,0.11152,1.3616,0.87162,0.081902,0.11575,0.20329,0.081606,31.306,8.9149,0.54195,0.3748,24.388,0.097118,0.071326,0.17253,0.12838,0.10269,0.27291,1.0038,10.565,0.081902,0.19101,0.95998,2.678,16.301,40.943,34.414,10.606,1.568,"0"
-0.23935,0.85001,0.118,1.2446,-64.754,-0.053282,-0.23935,0.17646,1.8172,0.14999,-0.18865,-0.49608,-0.095739,-0.23935,-1783.3,-0.20468,1.1765,-0.23935,-0.13171,66.808,0,-0.13171,-0.31763,-0.29264,-0.20468,0.29538,3.5078,0.45897,-0.26343,139.61,2.6145,1.4841,0.022845,1.8172,0.47242,0.012571,0.034162,0.43341,0,117.3,50.494,-0.71961,0.5552,96.24,-0.065374,-0.035974,0.70646,0.48249,0.38248,0.37545,1.1825,379.9,0.30582,-1.5958,0.71686,2.1497,5.4635,7.2285,96.911,3.7663,4.5488,"0"
0.22695,0.61439,0.34329,1.5661,20.212,0.22695,0.28193,0.40744,1.0828,0.25032,0.28193,0.46491,0.083188,0.28193,728.04,0.50135,1.6276,0.28193,0.07614,14.964,0.28227,0.061292,0.28193,0.25032,0.41186,6.8237,3.6312,0.1625,0.07614,64.726,5.6392,0.45943,0.28227,3.704,0.25831,0.076233,0.022522,0.065503,0.076233,92.27,77.307,1.4951,1.3158,16.202,0.25617,0.069185,1.5457,0.60641,0.17733,4.9759,5.1346,1468.4,0.076456,0.90661,0.92354,0.031903,24.393,4.7214,59.777,6.106,73.602,"0"
0.063526,0.67362,-0.069019,0.86233,-30.915,0,0.076671,0.48452,2.3044,0.32638,0.13995,0.15293,0.04353,0.076671,2451.1,0.14891,1.4845,0.076671,0.033271,17.347,0.13991,0.027567,0.080938,0.15904,0.1294,-0.12158,3.7115,0.26049,0.043074,85.299,4.2791,3.1848,0.1591,2.3044,0.49865,0.06904,0.15359,0.13729,0.060714,56.281,38.934,0.58004,0.64388,18.634,0.11627,0.050455,0.6418,0.50135,0.23369,0.57495,0.87842,-355.19,0.06904,0.19464,0.96673,0.52782,21.041,9.3749,79.41,4.5964,4.0594,"0"
-0.016163,0.44922,0.0062788,1.0239,-67.17,0.15933,-0.014654,1.0789,0.94837,0.48467,-0.014654,-0.055695,-0.0058162,-0.014654,-32628.2,-0.0086895,2.2261,-0.014654,-0.021834,73.987,-0.04408,-0.024083,0.14983,0.48467,-0.012049,0.0085938,4.6548,0.66618,-0.021834,135.7,2.6897,-0.098125,-0.04408,0.72339,0.67078,-0.065679,0.0090672,-0.44312,-0.065679,145.21,71.221,-0.11881,0.5068,70.167,-0.05483,-0.081697,0.59968,0.26311,0.37179,0.66338,0.91811,283.61,-0.05444,-0.033348,1.0544,0.384,4.9333,5.1249,143.09,2.5508,0.9186,"0"
0.061759,0.028221,0.77218,28.929,556.55,-0.032354,0.065425,34.435,0.49128,0.97178,0.065425,2.3663,0.18266,0.065425,114.79,3.1798,35.435,0.065425,0.13317,50.324,0.012746,0.12571,0.065425,0.082748,3.0499,3.8576,3.0511,-0.623012,0.13317,21.086,17.31,16.959,0.012685,0.49128,0.97178,0.02582,18.5457500000001,0.025384,0.025945,92.441,42.118,0.91179,26.479,51.658,-0.011565,-0.023541,27.23639,0.027648,0.057769,4.8547,4.8547,868.56,0.02582,0.063553,0.87974,0,7.253,8.6662,20.541,17.769,2.4543,"0"
0.0893,0.31789,0.1896,1.6047,-3.5808,0.24867,0.11119,2.1457,1.0933,0.68211,0.11119,0.35464,0.1232,0.11119,693.45,0.52635,3.1457,0.11119,0.081868,51.246,0.11614,0.065752,0.30934,0.68211,0.4575,0.38159,4.8155,0.22117,0.081868,92.124,3.962,0.36535,0.11614,1.365,0.68647,0.085515,0.090033,0.060665,0.085515,127.63,76.383,0.46832,0.99655,56.029,0.060008,0.044184,1.5827,0.31353,0.2524,1.3728,1.3816,12397,0.085365,0.13092,0.91463,0.0063978,7.1225,4.7785,84.26,4.3318,2.7334,"0"
0.25979,0.57584,0.21834,1.3879,-19.716,0.013999,0.31554,0.73659,5.1601,0.42416,0.36832,0.56056,0.06364,0.31554,640.04,0.57028,1.7366,0.31554,0.06115,34.478,0.23298,0.050346,0.31554,0.27379,0.47346,0.99816,2.5218,0.15176,0.062493,41.708,8.7514,8.5548,0.23389,5.1601,0.43709,0.045326,0.002089091,0.078083,0.04515,69.924,35.446,0.53299,0.52198,36.115,0.22013,0.04266,1.3567,0.56291,0.11427,1.939,1.9981,72.605,0.045326,0.61249,0.94041,0.030487,10.586,10.297,39.817,9.1669,23.589,"0"
0.069856,0.49846,0.1803,1.4684,-16.156,0.056336,0.082588,1.0062,1.9557,0.50154,0.13554,0.21455,0.057225,0.082588,1625.7,0.22452,2.0062,0.082588,0.04223,48.178,0.13376,0.03572,0.30766,0.39944,0.19898,0.41469,3.6899,0.254,0.051844,76.629,4.7632,3.6783,0.12217,1.9557,0.61321,0.062467,0.012568,0.10188,0.068395,104.59,56.411,0.27062,0.79778,51.388,0.10443,0.0534,1.1339,0.38493,0.20994,1.1536,1.4104,882.9,0.062467,0.13928,0.95862,0.22266,7.5761,6.4704,71.842,5.0806,4.4981,"0"
0.002057,0.9164,0.0022082,1.0028,-73.269,0,0.012237,0.091229,2.3479,0.083602,0.10492,0.015424,0.046548,0.012237,3060.5,0.11926,1.0912,0.012237,0.005212,68.129,0.1049,0.00087611,0.08212,0.064142,0.10815,0.010803,3.5238,0.38707,0.023613,128.17,2.8479,2.4656,0.088444,2.3479,0.20661,0.037669,0.014678,0.15126,0.044677,121.87,53.742,0.0046937,0.45041,70.796,0.0078437,0.0033407,0.86818,0.79339,0.35114,0.40901,1.0108,7.376,0.037669,0.024605,0.99485,1.4714,5.3574,6.7917,123.34,2.9593,11.487,"0"
0.021745,0.79244,-0.09712,0.85063,-3348.8,0,0.021745,0.26193,2.6932,0.20756,0.051413,0.033445,0.010977,0.021745,9783.5,0.037308,1.2619,0.021745,0.0080742,4.1298,0.051413,0.0080742,0.047022,0.021745,0.037308,-0.2173,3.8279,0.28299,0.01909,89.787,4.0654,3.3356,0.05007,2.6932,0.2633,0.018592,0.051312,0.44595,0.01909,70.434,66.304,0.71361,0.80376,4.2079,0.043594,0.016187,0.69792,0.65018,0.24598,0.46441,0.58911,-653.44,0.018592,0.10476,0.99247,0.26851,88.382,5.505,88.118,4.1422,6.0258,"0"
0.034863,0.84016,0.034027,1.044,-46.524,0.039624,0.045527,0.14549,1.0778,0.12223,0.045527,0.05883,0.045734,0.045527,4383.7,0.083262,1.1903,0.045527,0.029764,29.038,0.11682,0.022792,0.055141,0.12223,0.070569,0.17713,4.5954,0.5408,0.029764,199.03,1.8339,0.13904,0.11682,1.5535,0.18852,0.076373,0.13638,0.19556,0.076373,167.6,138.56,0.28649,0.88672,31.297,0.092392,0.060403,0.96161,0.77387,0.5453,0.6363,0.98135,1340.4,0.072177,0.28522,0.92782,0.54227,12.57,2.6342,184.67,1.9765,7.9625,"0"
-0.20266,0.36711,0.17085,1.4654,-56.815,-0.57971,-0.1922,1.5747,0.87202,0.5781,-0.1922,-0.52355,-0.088135,-0.1922,-1066,-0.34241,2.724,-0.1922,-0.13476,106.82,-0.18168,-0.14209,-0.574,0.5781,-0.37089,0.36977,4.4063,0.24329,-0.13476,81.925,4.4553,-0.4020738,-0.18168,1.4886,0.5781,-0.12739,0.057747,-0.10478,-0.12739,132.25,25.429,-0.48553,0.32842,93.146,-0.24818,-0.17401,1.4654,0.36711,0.22445,1.2512,1.2512,4354,-0.14677,-0.35055,1.1468,0,3.4171,14.353,93.949,3.8851,3.0869,"0"
0.058318,0.65422,0.31248,1.4776,14.254,0.3143,0.075569,0.52282,1.0258,0.34204,0.075569,0.11551,0.016961,0.075569,2989,0.12212,1.5285,0.075569,0.016044,10.106,0.12441,0.012381,0.39222,0.34204,0.095748,9.384,4.399,0.10941,0.016044,52.005,7.0186,0.19017,0.12441,4.7457,0.34204,0.026413,0.21295,0.16708,0.026413,64.116,54.01,0.44717,1.2783,10.367,0.12009,0.025496,1.4776,0.65422,0.14248,10.272,10.272,7831.2,0.025151,0.1705,0.97485,0,36.116,6.7581,50.697,7.1997,141.45,"0"
0.29659,0.17825,0.42394,3.3856,57.135,0,0.37033,4.6101,2.3481,0.82175,0.37035,2.0839,0.16526,0.37033,167.66,2.177,5.6101,0.37033,0.15771,17.275,0.37032,0.12631,0.38848,0.29659,1.7633,1.0643,3.6805,0.052368,0.15772,32.754,11.144,11.11,0.36782,2.3481,0.82175,0.15664,0.31853,0.015312,0.15771,84.723,67.448,2.6687,2.7602,20.484,0.3526,0.15016,3.3753,0.17771,0.089738,2.0629,2.0629,2031.4,0.15664,0.36093,0.84248,0,21.128,5.4116,27.623,13.213,5.8947,"0"
0.17703,0.26772,0.30178,2.154,21.529,0.38361,0.22044,2.6838,1.0711,0.71849,0.22044,0.84294,0.076849,0.22044,377.71,0.96635,3.7353,0.22044,0.065482,12.291,0.2262,0.052586,0.48597,0.71849,0.80419,0.69105,5.4189,0.045726,0.065482,30.37,12.019,0.84495,0.2262,3.3745,0.72469,0.067194,0.4456,0.03328,0.067194,48.44,36.149,1.5617,1.7205,13.164,0.18794,0.055827,2.1041,0.26151,0.083205,1.6453,1.6595,79182,0.066362,0.24639,0.93364,0.0086306,29.697,10.097,28.354,12.873,7.7088,"0"
0.037588,0.73245,0.42477,3.1512,65.624,0.42408,0.048465,0.31925,1.1005,0.23384,0.048465,0.24545,0.040868,0.048465,2766.7,0.13193,1.3653,0.048465,0.020497,6.3268,0.21775,0.015897,0.54266,0.23384,0.11708,1.1244,5.0416,0.29749,0.020497,33.545,10.881,0.2973,0.21775,2.3743,0.76884,0.092095,0.15168,0.090556,0.092095,91.428,85.102,0.91711,2.9436,6.9628,0.16959,0.071724,0.8495,0.19745,0.091903,0.61898,2.0351,46751,0.091334,0.16074,0.90867,2.2879,57.691,4.289,30.481,11.975,6.2588,"0"
0.0081784,0.21524,0.046097,1.25,-25.912,-0.011524,0.014126,3.6459,1.5691,0.78476,0.068401,0.076613,0.062308,0.014126,803.56,0.45423,4.6459,0.014126,0.0090026,34.157,0.042379,0.005212,0.014126,-0.0033457,0.4266,0.059903,3.4298,0.12438,0.012793,44.049,8.3246,7.1313,0.041264,1.6033,0.78848,0.026297,0.12903,0.056932,0.027008,48.079,13.922,0.055696,0.45363,34.918,-0.041264,-0.026297,1.0708,0.18439,0.12013,1.0198,1.0246,124,0.026297,0.010422,0.99119,0.0047371,10.686,26.217,42.89,8.5101,2.0391,"0"
0.40124,0.38518,0.549,2.4466,30.637,0,0.49467,1.5962,5.8155,0.61482,0.49472,1.3035,0.08937,0.49467,270.5,1.3493,2.5962,0.49467,0.085061,4.3347,0.4668,0.068994,0.86784,0.55554,1.1068,7.6794,2.9261,-0.0077114,0.085069,25.762,14.168,13.96,0.43852,5.8155,0.61482,0.075405,1.1976,0.026103,0.080268,29.751,25.416,5.8096,2.2646,4.6882,0.44175,0.07596,2.4106,0.37951,0.07058,8.6001,8.6001,463.07,0.075405,0.65261,0.91607,0,84.204,14.361,23.819,15.324,81.347,"0"
0.086989,0.31177,0.15185,1.6406,174.89,0,0.086989,2.2075,2.591,0.68823,0.10124,0.36697,0.049959,0.086989,879.1,0.4152,3.2075,0.086989,0.033573,18.102,0.10009,0.033573,0.22594,0.37365,0.4152,0.24849,3.9602,0.11459,0.039042,34.667,10.529,8.0058,0.095258,2.591,0.76295,0.036764,0.06956,0.072903,0.03863,52.462,34.36,0.67696,1.0985,18.791,0.057637,0.022245,1.2474,0.23705,0.094972,1.1262,1.2485,1385.7,0.036764,0.12639,0.9688,0.10857,20.164,10.623,33.393,10.93,4.2399,"0"
0.22251,0.47364,0.35911,1.8629,-6.8745,-0.0027626,0.27779,1.1113,1.8227,0.52636,0.30314,0.66748,0.15679,0.27779,604.93,0.60337,2.1113,0.27779,0.15241,76.303,0.27757,0.12208,0.27779,0.39882,0.48665,1.5981,3.5933,0.24442,0.15579,97.992,3.7343,3.2812,0.27252,1.8227,0.58382,0.14952,0.085686,0.055288,0.15228,148.11,71.808,0.58396,0.94731,89.489,0.26958,0.1479,1.6369,0.41618,0.26779,2.3424,2.5981,1.8629,0.14952,0.42273,0.85043,0.10917,4.7836,5.083,83.341,4.3796,8.1113,"0"
-0.6299102,0.63608,0.48663,2.1046,-190.04,0.63709,-0.047425,0.57213,0.40324,0.36392,0.0009326,-0.10765,-0.10067,-0.047425,-5719,-0.063822,1.5721,-0.047425,-0.11761,270.9104,0.00053,-0.6881232,-0.047425,0.10911,-0.8739376,6.6842,2.2928,1.1994,-0.11761,360.74,1.0118,0.70081,-0.042522,0.40324,0.55944,-0.10545,0.35025,2.8812,0.0013144,684.978799999986,51.069,-1.8444,0.47832,371.1701,-0.0062989,-0.015621,1.4577,0.44056,0.98832,4.9986,7.6842,95.49,-0.10546,-3.259566,1.1055,0.53726,1.167325,7.1471,398.78,0.91529,5.5387,"0"
0.034972,0.69032,0.10352,1.1507,-37.572,0,0.047136,0.4486,2.3611,0.30968,0.089358,0.068611,0.038586,0.047136,2765.6,0.13198,1.4486,0.047136,0.019964,48.575,0.088079,0.014812,0.12867,0.1838,0.11436,0.4942,4.0383,0.28126,0.035557,110.71,3.297,3.2812,0.096028,2.3611,0.30968,0.040671,0.068915,0.17426,0.037304,114.89,66.312,0.1113,0.6933,50.635,0.044108,0.018681,1.1452,0.68701,0.3033,1.4784,1.4784,1130.7,0.040671,0.11293,0.98022,0,7.5141,5.5043,106.2,3.4368,11.272,"0"
0.02117,0.74076,0.071969,1.1186,-11.64,0,0.04638,0.34996,5.0616,0.25924,0.25161,0.076403,0.015057,0.04638,3547.7,0.10288,1.35,0.04638,0.009163,16.104,0.24425,0.0041825,0.12296,0.24226,0.068852,0.22421,4.1851,0.13701,0.016103,45.691,7.9884,6.5463,0.2124,5.0616,0.38919,0.041964,0.085218,0.090089,0.048256,45.234,29.129,0.094796,0.75066,16.81,0.21442,0.042362,0.91663,0.60704,0.12518,0.80761,1.2124,1102.3,0.041964,0.081664,0.99101,0.50127,22.665,12.53,43.774,8.3383,15.769,"0"
0.45988,0.15955,0.84908,7.3863,63.413,0,0.56095,5.2676,3.1604,0.84045,0.60153,4.2191,0.17842,0.56095,103.28,3.5342,6.2676,0.56095,0.17749,45.62,0.59558,0.14551,1.351032,0.76725,2.9008,47.274,3.6618,-0.026558,0.1775,18.892,19.32,16.1,0.59168,3.1604,0.84045,0.18722,1.8474,0.0088858,0.18845,85.051,39.431,1.1642,4.4153,56.128,0.59264,0.18752,6.155,0.13295,0.051759,46.793,46.793,3897.5,0.18722,0.54718,0.82345,0,8.001,9.2566,15.355,23.77,175.96,"0"
-0.062631,0.31618,0.13201,1.5874,-32.629,0,-0.077877,2.1627,0.94676,0.68382,-0.073356,-0.34651,0.00034411,-0.077877,35270.7000000001,0.0010304,3.1627,-0.077877,-0.082257,83.223,-0.082833,-0.066153,0.0080034,0.6404,0.04925,0.20523,4.7539,0.31095,-0.078536,80.035,4.5605,3.2417,-0.078201,0.94676,0.76747,-0.082598,0.10564,-2.204328,-0.087491,128.39,45.165,-0.29014,0.62689,76.873,-0.16104,-0.17009,1.1283,0.22475,0.21927,1.0631,1.1931,7490,-0.082598,-0.09159,1.0784,0.12233,4.3858,8.0816,86.646,4.2126,1.4719,"0"
0.017479,0.12098,-0.033119,0.72624,787.06,0,0.017479,7.2662,7.7231,0.87902,0.017479,0.14449,0.011257,0.017479,507.91,0.71863,8.2662,0.017479,0.0022633,3.2174,0.017479,0.0022633,0.1241,-0.013799,0.71863,-0.036309,3.3373,0.015485,0.0022633,5.7188,61.92121,44.27758,0.0018399,7.7231,0.87902,0.00023824,0.022814,0.046384,0.0022633,7.98458,2.74274,0.25676,0.1635,3.2161,-0.051978,-0.0067302,0.72624,0.12098,0.015658,0.96369,0.96369,-72,0.00023824,0.019885,1.0004,0,113.45,104.607499999999,5.7174,63.1187300000001,8.467,"0"
0.040857,0.90923,0.053697,1.0592,-69.453,-0.067049,0.055497,0.099837,2.3354,0.090774,0.2366,0.06118,0.025556,0.055497,5560.4,0.065642,1.0998,0.055497,0.023764,75.714,0.070827,0.017495,-0.011552,0.075267,0.049541,1.3703,3.5084,0.3637,0.030093,147.46,2.4753,2.4695,0.090031,2.3354,0.090774,0.038551,0.067774,0.40403,0.030328,140.56,64.845,0.084339,0.52515,78.75,0.066641,0.028535,1.0567,0.90712,0.404,2.3164,2.3164,173.13,0.038551,0.4501,0.97782,0,4.8208,5.6288,141.77,2.5745,59.595,"0"
0.025771,0.10467,0.5633,6.3816,27.885,0.37375,0.034446,8.3891,1.0553,0.8781,0.034446,0.32909,0.021474,0.034446,608.22,0.60011,9.5538,0.034446,0.011776,42.898,0.079883,0.0088101,0.46299,0.8781,0.51723,1.6965,4.2748,0.022857,0.011776,13.784,26.481,0.76318,0.079883,2.9661,0.8781,0.027309,0.42825,0.031789,0.027309,77.757,34.858,0.074961,3.0971,45.272,0.051515,0.017611,6.3816,0.10467,0.037763,2.6446,2.6446,10606,0.052428,0.029348,0.94757,0,8.5085,10.471,13.061,27.946,8.8098,"0"
-0.030587,1.7317,-0.9719904,0.37332,-1055.3,-0.7921,-0.030587,-0.42255,0.51157,-0.73175,-0.024235,-0.017663,-0.0079834,-0.030587,-32628.2,-0.0023583,0.57745,-0.030587,-0.059791,270.9104,-0.031493,-0.059791,-0.030587,-0.82064,-0.0023583,-3.07,2.9805,3.1116,-0.059627,1160.4,0.31456,0.31456,-0.033166,0.51157,-0.6789718,-0.064832,0.081453,-2.204328,-0.061561,360.63,51.816,-0.07067,0.12339,290.01,-0.057996,-0.11337,0.37332,1.588589,3.1791,-2.07,-2.07,-1037.7,-0.064832,0.0418,1.0588,0,1.1819,7.0442,806.605999999992,0.29541,1.4471,"0"
0.1574,0.2782,0.37155,2.3356,29.313,0,0.19494,2.5946,2.8913,0.7218,0.19495,0.70074,0.076622,0.19494,458.36,0.79632,3.5946,0.19494,0.067424,15.552,0.19419,0.054438,0.50193,0.70463,0.66136,1.0608,3.4641,0.038738,0.067427,37.377,9.7653,9.7653,0.17461,2.8913,0.7218,0.060391,0.70279,0.042002,0.067164,57.343,41.791,1.2777,1.8928,16.551,0.1676,0.057966,2.3356,0.2782,0.1024,2.0608,2.0608,1081.7,0.060391,0.21806,0.93319,0,23.47,8.7338,35.12,10.393,8.2548,"0"
0.16362,0.55519,0.16567,1.315,-65.576,0.40707,0.19371,0.79831,1.0807,0.44321,0.19371,0.36827,0.10269,0.19371,915.73,0.39859,1.8012,0.19371,0.089889,87.145,0.17647,0.075929,0.49491,0.44321,0.3444,0.53733,4.2338,0.24354,0.089889,96.28,3.791,0.31785,0.17647,2.1937,0.4724,0.081889,0.075546,0.089452,0.081889,110.42,23.277,0.31802,0.33682,94.177,0.14888,0.069089,1.2458,0.526,0.26378,1.4375,1.5321,2838,0.074667,0.36918,0.92533,0.065858,4.1884,15.681,89.091,4.0969,6.9891,"0"
0.11031,0.43908,0.059212,1.1349,26.078,0.15713,0.11031,0.83808,1.112,0.36798,0.11031,0.25123,0.21776,0.11031,1172.8,0.31123,2.2775,0.11031,0.17578,10.898,0.10588,0.17578,0.15713,0.36798,0.31123,0.11802,4.2294,0.12173,0.17578,283.99,1.2852,0.24113,0.10588,0.6773,0.36798,0.16872,0.82945,0.10918,0.16872,77.997,67.099,5.8875,1.0922,12.118,0.079533,0.12674,1.1349,0.43908,0.77806,0.73346,0.73346,1004.2,0.10074,0.29976,0.89926,0,33.494,5.4397,255.38,1.4292,1.2508,"0"
-0.080992,0.89067,0.1729,1.2094,-183.37,0,-0.057432,0.12275,1.1058,0.10933,0.14001,-0.069553,-0.051936,-0.057432,-5660.5,-0.064482,1.1228,-0.057432,-0.051936,221.1,0.12885,-0.07324,0.1056,0.10507,-0.090934,56.6686000000005,4.0695,0.80416,-0.022588,308.92,1.1844,1.098,0.13012,1.1181,0.17333,0.11767,0.003096,0.23042,0.11651,328.77,107.67,-0.12091,0.81434,250.01,0.12885,0.11651,1.1212,0.82573,0.84434,53.5002000000003,54.617,2029,0.11775,-0.7408,0.8747,0.58535,1.6508,3.39,272.55,1.3392,479.757000000002,"1"
0.15965,0.068292,0.41978,7.3776,87.629,0,0.19929,13.643,1.3237,0.93171,0.20451,3.0278,0.16174,0.19929,116.42,3.1351,14.643,0.19929,0.15056,40.886,0.1917,0.12061,0.34016,0.90133,2.5546,0.81608,3.4693,-0.010191,0.15059,21.39,17.064,16.447,0.20053,1.3237,0.93171,0.15149,1.2685,0.011023,0.14482,110.88,69.991,1.0767,5.1249,48.186,0.17689,0.13363,7.1107,0.065821,0.058603,1.8113,1.8113,1236.9,0.15149,0.17135,0.85129,0,8.9272,5.2149,18.15,20.111,2.5733,"0"
0.050499,0.32631,0.29592,2.0286,57.791,0,0.050499,2.0646,1.4556,0.67369,0.053451,0.17553,0.25544,0.050499,320.34,1.1394,3.0646,0.050499,0.034694,45.126,0,0.034694,0.30757,0.62831,1.1394,0.71068,3.8791,0.18282,0.078843,101.31,3.6028,3.1764,0.0072934,1.4556,0.71231,0.0050107,0.2133,0.033853,0,130.96,85.833,0.28062,1.4031,63.372,-0.3213,-0.22074,1.7885,0.28769,0.27756,1.6179,1.7107,2240.2,0.28792,0.074959,0.75861,0.057326,8.0884,4.2525,72.142,5.0595,3.4957,"0"
